date,maturity,cofDiv100pct,cofDivMarket
2025-08-20,6M,0.00655,0.00449
2025-08-20,1Y,0.00847,0.00418
2025-08-20,2Y,0.00918,0.0048
2025-08-27,3M,0.00577,0.0036
2025-08-27,6M,0.007,0.00488
2025-08-27,1Y,0.00877,0.00445
2025-08-27,2Y,0.00932,0.00493
2025-09-03,3M,0.00593,0.00349
2025-09-03,6M,0.00717,0.00499
2025-09-03,1Y,0.00889,0.00447
2025-09-03,2Y,0.00944,0.00496
2025-09-10,3M,0.00585,0.00341
2025-09-10,6M,0.00718,0.00513
2025-09-10,1Y,0.00869,0.00437
2025-09-10,2Y,0.00957,0.00517
2025-09-17,3M,0.00532,0.00288
2025-09-17,6M,0.00673,0.00467
2025-09-17,1Y,0.00832,0.004
2025-09-17,2Y,0.00924,0.00483
2025-09-24,3M,0.00607,0.0039
2025-09-24,6M,0.00763,0.00537
2025-09-24,1Y,0.00854,0.00429
2025-09-24,2Y,0.00927,0.00493
2025-10-01,3M,0.00588,0.00417
2025-10-01,6M,0.00749,0.0055
2025-10-01,1Y,0.00852,0.00439
2025-10-01,2Y,0.00924,0.00501
2025-10-08,3M,0.00611,0.00443
2025-10-08,6M,0.00758,0.00556
2025-10-08,1Y,0.0086,0.00464
2025-10-08,2Y,0.00917,0.00514
2025-10-15,3M,0.0082,0.0066
2025-10-15,6M,0.00781,0.00559
2025-10-15,1Y,0.00876,0.00456
2025-10-15,2Y,0.00944,0.00516
2025-10-22,3M,0.00835,0.00645
2025-10-22,6M,0.00839,0.00551
2025-10-22,1Y,0.00898,0.00478
2025-10-22,2Y,0.00937,0.00509
2025-10-29,3M,0.00843,0.00671
2025-10-29,6M,0.00873,0.00557
2025-10-29,1Y,0.00888,0.00472
2025-10-29,2Y,0.00933,0.00506
2025-11-05,3M,0.00796,0.00665
2025-11-05,6M,0.00945,0.00543
2025-11-05,1Y,0.00884,0.00467
2025-11-05,2Y,0.00935,0.00503
2025-11-12,3M,0.00793,0.00655
2025-11-12,6M,0.01136,0.00556
2025-11-12,1Y,0.00886,0.00467
2025-11-12,2Y,0.00924,0.00491
2025-11-19,3M,0.00906,0.00675
2025-11-19,6M,0.01246,0.00562
2025-11-19,1Y,0.00884,0.00447
2025-11-19,2Y,0.0094,0.00489
2025-11-26,3M,0.0084,0.00663
2025-11-26,6M,0.01178,0.00525
2025-11-26,1Y,0.00885,0.00453
2025-11-26,2Y,0.00922,0.00477
2025-12-03,3M,0.00806,0.00636
2025-12-03,6M,0.01154,0.005
2025-12-03,1Y,0.00863,0.00435
2025-12-03,2Y,0.00905,0.00461
2025-12-10,3M,0.00751,0.00582
2025-12-10,6M,0.0112,0.00458
2025-12-10,1Y,0.00851,0.00422
2025-12-10,2Y,0.00884,0.00438
2025-12-17,3M,0.00757,0.00587
2025-12-17,6M,0.01083,0.00418
2025-12-17,1Y,0.00809,0.00378
2025-12-17,2Y,0.00871,0.0042
2026-01-07,3M,0.00577,0.0037
2026-01-07,6M,0.0102,0.00356
2026-01-07,1Y,0.00768,0.00353
2026-01-07,2Y,0.0082,0.00395
2026-01-14,3M,0.00631,0.00387
2026-01-14,6M,0.01021,0.00375
2026-01-14,1Y,0.00772,0.00371
2026-01-14,2Y,0.00841,0.00425
2026-01-21,3M,0.00739,0.00358
2026-01-21,6M,0.01038,0.0038
2026-01-21,1Y,0.00772,0.00364
2026-01-21,2Y,0.00831,0.00413
2026-01-28,3M,0.00742,0.00306
2026-01-28,6M,0.01012,0.00359
2026-01-28,1Y,0.00759,0.00358
2026-01-28,2Y,0.00842,0.00421
2026-02-04,3M,0.00834,0.00289
2026-02-04,6M,0.00988,0.00335
2026-02-04,1Y,0.00749,0.00357
2026-02-04,2Y,0.00832,0.00418
2026-02-11,3M,0.01294,0.00315
2026-02-11,6M,0.00987,0.00338
2026-02-11,1Y,0.00743,0.00352
2026-02-11,2Y,0.00834,0.00412
2026-02-18,3M,0.01306,0.00305
2026-02-18,6M,0.00924,0.00332
2026-02-18,1Y,0.00735,0.00351
2026-02-18,2Y,0.00817,0.0041
2026-02-25,3M,0.01337,0.00315
2026-02-25,6M,0.00933,0.00334
2026-02-25,1Y,0.00738,0.00348
2026-02-25,2Y,0.00818,0.00409
2026-03-04,3M,0.01339,0.00255
2026-03-04,6M,0.00903,0.00285
2026-03-04,1Y,0.00729,0.00318
2026-03-04,2Y,0.00807,0.00377
2026-03-11,3M,0.01258,0.00159
2026-03-11,6M,0.00854,0.00234
2026-03-11,1Y,0.00713,0.00301
2026-03-11,2Y,0.00776,0.00347
2026-03-18,3M,0.01188,0.0008
2026-03-18,6M,0.00786,0.00161
2026-03-18,1Y,0.00651,0.00235
2026-03-18,2Y,0.00734,0.00301
2026-03-25,3M,0.00954,-0.00148
2026-03-25,6M,0.00677,0.0006
2026-03-25,1Y,0.00584,0.00168
2026-03-25,2Y,0.00724,0.00288
2026-04-01,3M,0.01005,-0.00093
2026-04-01,6M,0.00653,0.0002
2026-04-01,1Y,0.00616,0.00205
2026-04-01,2Y,0.00762,0.0033
2026-04-08,3M,0.01053,0.0
2026-04-08,6M,0.00715,0.0011
2026-04-08,1Y,0.00668,0.00268
2026-04-08,2Y,0.00759,0.00341
2026-04-15,3M,0.01056,0.00049
2026-04-15,6M,0.00705,0.00118
2026-04-15,1Y,0.00658,0.00267
2026-04-15,2Y,0.00778,0.00359
2026-04-22,3M,0.00941,0.00067
2026-04-22,6M,0.00702,0.00197
2026-04-22,1Y,0.00659,0.00269
2026-04-22,2Y,0.00756,0.00346
