date,from_maturity,to_maturity,fwdCofDiv100pct,fwdCofDivMarket
2025-09-17,1Y,3M,0.009316350364963503,0.0043719708029197075
2025-09-17,1Y,6M,0.009884076086956522,0.003340923913043479
2025-09-17,2Y,3M,0.009798247261345852,0.005107699530516431
2025-09-17,2Y,6M,0.01006752276867031,0.0048827504553734065
2025-09-17,2Y,1Y,0.01016,0.00566
2025-09-24,6M,3M,0.009207333333333331,0.006856333333333333
2025-09-24,1Y,3M,0.009360328467153286,0.004419525547445256
2025-09-24,1Y,6M,0.009435163043478263,0.0032276086956521755
2025-09-24,2Y,3M,0.009725712050078246,0.005076682316118936
2025-09-24,2Y,6M,0.009810692167577415,0.004784936247723134
2025-09-24,2Y,1Y,0.01,0.00557
2025-10-01,6M,3M,0.009135777777777779,0.0068595555555555545
2025-10-01,1Y,3M,0.00940967032967033,0.004464139194139194
2025-10-01,1Y,6M,0.009544371584699453,0.0032860655737704915
2025-10-01,2Y,3M,0.009724514106583072,0.005131128526645767
2025-10-01,2Y,6M,0.009821204379562043,0.004847262773722627
2025-10-01,2Y,1Y,0.00996,0.00563
2025-10-08,6M,3M,0.009082666666666666,0.006715111111111111
2025-10-08,1Y,3M,0.009439120879120879,0.004710769230769231
2025-10-08,1Y,6M,0.009614426229508196,0.0037250273224043715
2025-10-08,2Y,3M,0.009611253918495297,0.005242382445141066
2025-10-08,2Y,6M,0.009698065693430657,0.005000510948905109
2025-10-08,2Y,1Y,0.009739999999999999,0.005639999999999999
2025-10-15,6M,3M,0.007411333333333333,0.004557555555555556
2025-10-15,1Y,3M,0.00894871794871795,0.003872527472527472
2025-10-15,1Y,6M,0.009704808743169398,0.003535628415300545
2025-10-15,2Y,3M,0.009618808777429468,0.004952351097178683
2025-10-15,2Y,6M,0.009981350364963504,0.0050171897810218965
2025-10-15,2Y,1Y,0.01012,0.0057599999999999995
2025-10-22,6M,3M,0.00843088888888889,0.0045491111111111105
2025-10-22,1Y,3M,0.009192307692307694,0.004217216117216118
2025-10-22,1Y,6M,0.009566775956284152,0.004053989071038252
2025-10-22,2Y,3M,0.009517084639498432,0.004893887147335424
2025-10-22,2Y,6M,0.009695474452554743,0.004950510948905109
2025-10-22,2Y,1Y,0.00976,0.005399999999999999
2025-10-29,6M,3M,0.009036666666666667,0.004404666666666667
2025-10-29,1Y,3M,0.009031648351648354,0.004049377289377289
2025-10-29,1Y,6M,0.009029180327868853,0.0038746448087431692
2025-10-29,2Y,3M,0.009459780564263323,0.004822068965517242
2025-10-29,2Y,6M,0.0095292700729927,0.004890620437956204
2025-10-29,2Y,1Y,0.009779999999999999,0.0054
2025-11-05,6M,3M,0.010990224719101122,0.004168876404494383
2025-11-05,1Y,3M,0.00913655677655678,0.004002747252747253
2025-11-05,1Y,6M,0.008239945652173916,0.0039223913043478255
2025-11-05,2Y,3M,0.009550438871473355,0.004796394984326019
2025-11-05,2Y,6M,0.009317030965391623,0.004898123861566484
2025-11-05,2Y,1Y,0.00986,0.00539
2025-11-12,6M,3M,0.014905617977528091,0.004536629213483146
2025-11-12,1Y,3M,0.009173406593406595,0.004036446886446886
2025-11-12,1Y,6M,0.006400760869565217,0.003794510869565217
2025-11-12,2Y,3M,0.009428902821316613,0.004673510971786835
2025-11-12,2Y,6M,0.008541056466302368,0.004695701275045538
2025-11-12,2Y,1Y,0.00962,0.005150000000000001
2025-11-19,6M,3M,0.015974606741573034,0.00445191011235955
2025-11-19,1Y,3M,0.008765860805860807,0.0037016483516483516
2025-11-19,1Y,6M,0.005279021739130437,0.0033387500000000006
2025-11-19,2Y,3M,0.009449028213166144,0.0046217868338558005
2025-11-19,2Y,6M,0.008391147540983607,0.004649326047358835
2025-11-19,2Y,1Y,0.00996,0.0053100000000000005
2025-11-26,6M,3M,0.015273932584269666,0.0038234831460674163
2025-11-26,1Y,3M,0.009001648351648354,0.003822307692307693
2025-11-26,1Y,6M,0.005967771739130435,0.0038217391304347834
2025-11-26,2Y,3M,0.009338244514106586,0.0045017868338558
2025-11-26,2Y,6M,0.0083759927140255,0.004611748633879782
2025-11-26,2Y,1Y,0.009590000000000001,0.00501
2025-12-03,6M,3M,0.014944347826086958,0.003669565217391304
2025-12-03,1Y,3M,0.008816545454545455,0.0036921818181818175
2025-12-03,1Y,6M,0.005735901639344262,0.003703551912568305
2025-12-03,2Y,3M,0.009189218750000002,0.004363906250000001
2025-12-03,2Y,6M,0.008223029197080293,0.0044804744525547445
2025-12-03,2Y,1Y,0.009470000000000001,0.004870000000000001
2025-12-10,6M,3M,0.014809782608695653,0.0033669565217391297
2025-12-10,1Y,3M,0.008837272727272728,0.0036963636363636365
2025-12-10,1Y,6M,0.005834699453551912,0.0038619672131147537
2025-12-10,2Y,3M,0.009027031250000001,0.004177500000000001
2025-12-10,2Y,6M,0.008056204379562044,0.004313576642335767
2025-12-10,2Y,1Y,0.009170000000000001,0.004540000000000001
2025-12-17,6M,3M,0.014019130434782605,0.0025267391304347815
2025-12-17,1Y,3M,0.008260181818181818,0.003096
2025-12-17,1Y,6M,0.005364972677595629,0.003382185792349727
2025-12-17,2Y,3M,0.008870312500000001,0.00396515625
2025-12-17,2Y,6M,0.008005912408759126,0.004206642335766423
2025-12-17,2Y,1Y,0.009330000000000001,0.004619999999999999
2026-01-07,6M,3M,0.014581318681318681,0.003421538461538461
2026-01-07,1Y,3M,0.00830509090909091,0.0034743636363636365
2026-01-07,1Y,6M,0.005201086956521739,0.0035004891304347835
2026-01-07,2Y,3M,0.008541718750000002,0.003985156250000001
2026-01-07,2Y,6M,0.007540619307832424,0.004078579234972678
2026-01-07,2Y,1Y,0.008720000000000002,0.004370000000000001
2026-01-14,6M,3M,0.014067142857142856,0.003631318681318681
2026-01-14,1Y,3M,0.008181454545454546,0.0036576363636363638
2026-01-14,1Y,6M,0.005270597826086958,0.0036706521739130445
2026-01-14,2Y,3M,0.008705312500000001,0.0043034375
2026-01-14,2Y,6M,0.007816557377049182,0.004414845173041895
2026-01-14,2Y,1Y,0.0091,0.004790000000000001
2026-01-21,6M,3M,0.013337142857142856,0.004017582417582417
2026-01-21,1Y,3M,0.007828,0.003659636363636364
2026-01-21,1Y,6M,0.005103369565217393,0.003482608695652174
2026-01-21,2Y,3M,0.008439374999999999,0.00420734375
2026-01-21,2Y,6M,0.007627540983606558,0.004238797814207651
2026-01-21,2Y,1Y,0.008899999999999998,0.00462
2026-01-28,6M,3M,0.012790329670329672,0.004114175824175824
2026-01-28,1Y,3M,0.007645636363636364,0.003750181818181818
2026-01-28,1Y,6M,0.005101250000000001,0.003570163043478261
2026-01-28,2Y,3M,0.008560625,0.004371718750000001
2026-01-28,2Y,6M,0.007859526411657559,0.004414408014571949
2026-01-28,2Y,1Y,0.009250000000000001,0.0048400000000000006
2026-02-04,6M,3M,0.011369782608695651,0.003795
2026-02-04,1Y,3M,0.00721590579710145,0.0037892753623188407
2026-02-04,1Y,6M,0.0051389673913043495,0.0037864130434782607
2026-02-04,2Y,3M,0.008317223088923556,0.004359110764430576
2026-02-04,2Y,6M,0.007805683060109289,0.004453642987249544
2026-02-04,2Y,1Y,0.009149999999999998,0.004789999999999999
2026-02-11,6M,3M,0.006900108695652174,0.0036025000000000007
2026-02-11,1Y,3M,0.00565322463768116,0.003639311594202899
2026-02-11,1Y,6M,0.005029782608695653,0.0036577173913043483
2026-02-11,2Y,3M,0.007701310452418097,0.0042546801872074885
2026-02-11,2Y,6M,0.007835573770491804,0.004363970856102004
2026-02-11,2Y,1Y,0.009250000000000001,0.00472
2026-02-18,6M,3M,0.005544565217391303,0.003581195652173913
2026-02-18,1Y,3M,0.00550873188405797,0.0036583333333333337
2026-02-18,1Y,6M,0.005490815217391305,0.003696902173913044
2026-02-18,2Y,3M,0.007491045241809672,0.004245787831513261
2026-02-18,2Y,6M,0.007817231329690347,0.004357158469945356
2026-02-18,2Y,1Y,0.008990000000000001,0.004690000000000001
2026-02-25,6M,3M,0.005421739130434782,0.003523804347826087
2026-02-25,1Y,3M,0.005448442028985507,0.003586413043478261
2026-02-25,1Y,6M,0.005461793478260871,0.003617717391304348
2026-02-25,2Y,3M,0.007459391575663027,0.004220514820592824
2026-02-25,2Y,6M,0.0078008561020036435,0.004337267759562842
2026-02-25,2Y,1Y,0.008979999999999998,0.004699999999999999
2026-03-04,6M,3M,0.004669999999999998,0.00315
2026-03-04,1Y,3M,0.005234322344322344,0.0033923076923076927
2026-03-04,1Y,6M,0.005521160220994475,0.0035154696132596685
2026-03-04,2Y,3M,0.007304053208137716,0.003945649452269171
2026-03-04,2Y,6M,0.0077470749542961626,0.004079469835466179
2026-03-04,2Y,1Y,0.008847868852459018,0.004358387978142077
2026-03-11,6M,3M,0.004500000000000001,0.0030900000000000003
2026-03-11,1Y,3M,0.0052933699633699646,0.003488534798534799
2026-03-11,1Y,6M,0.005696629834254143,0.0036911049723756906
2026-03-11,2Y,3M,0.0070660406885759,0.0037406729264475745
2026-03-11,2Y,6M,0.007497623400365631,0.0038501096892138943
2026-03-11,2Y,1Y,0.008388278688524592,0.0039287431693989065
2026-03-18,6M,3M,0.003840000000000001,0.0024200000000000003
2026-03-18,1Y,3M,0.004700329670329671,0.0028723443223443224
2026-03-18,1Y,6M,0.005137624309392266,0.0031022651933701657
2026-03-18,2Y,3M,0.006686353677621284,0.0033281846635367764
2026-03-18,2Y,6M,0.007165082266910421,0.0034809323583180995
2026-03-18,2Y,1Y,0.008167732240437158,0.0036681967213114757
2026-03-25,6M,3M,0.004000000000000001,0.00268
2026-03-25,1Y,3M,0.0045931135531135535,0.002744908424908425
2026-03-25,1Y,6M,0.004894585635359115,0.002777900552486188
2026-03-25,2Y,3M,0.0069088575899843505,0.0035077308294209704
2026-03-25,2Y,6M,0.007398098720292504,0.003646946983546618
2026-03-25,2Y,1Y,0.008636174863387977,0.00407672131147541
2026-04-01,6M,3M,0.003048260869565218,0.0013177173913043476
2026-04-01,1Y,3M,0.004868065693430656,0.0030397080291970804
2026-04-01,1Y,6M,0.0057879670329670325,0.0039101648351648356
2026-04-01,2Y,3M,0.007274484375,0.0039014531250000004
2026-04-01,2Y,6M,0.007983996350364963,0.0043352189781021904
2026-04-01,2Y,1Y,0.00907601092896175,0.004546584699453553
2026-04-08,6M,3M,0.003806739130434783,0.0021880434782608695
2026-04-08,1Y,3M,0.005401350364963503,0.00357007299270073
2026-04-08,1Y,6M,0.006207417582417583,0.004268681318681319
2026-04-08,2Y,3M,0.00717196875,0.003894859375
2026-04-08,2Y,6M,0.007736934306569344,0.004181405109489051
2026-04-08,2Y,1Y,0.008497513661202187,0.004138005464480874
2026-04-15,6M,3M,0.003578152173913043,0.0018625
2026-04-15,1Y,3M,0.005258175182481751,0.0033940145985401457
2026-04-15,1Y,6M,0.0061074175824175824,0.004168186813186814
2026-04-15,2Y,3M,0.00738471875,0.00403078125
2026-04-15,2Y,6M,0.008023777372262774,0.004394799270072993
2026-04-15,2Y,1Y,0.00897672131147541,0.004507486338797814
2026-04-22,6M,3M,0.004655978260869565,0.0032558695652173905
2026-04-22,1Y,3M,0.0056534306569343065,0.0033608759124087594
2026-04-22,1Y,6M,0.006157637362637363,0.003413956043956044
2026-04-22,2Y,3M,0.007296953124999999,0.0038567031250000003
2026-04-22,2Y,6M,0.007740328467153284,0.00395757299270073
2026-04-22,2Y,1Y,0.008527349726775955,0.004227896174863389
