date,maturity,cofDiv100pct,cofDivMarket
2024-04-03,3M,0.005411137198639654,0.005411137198639654
2024-04-03,6M,0.005400998756512713,0.005400998756512713
2024-04-03,1Y,0.005862048598129868,0.005862048598129868
2024-04-03,2Y,0.005846952786237905,0.005846952786237905
2024-04-10,3M,0.005410641206225861,0.005410641206225861
2024-04-10,6M,0.005526070545496154,0.005526070545496154
2024-04-10,1Y,0.006142576941148561,0.006142576941148561
2024-04-10,2Y,0.005890889496400549,0.005890889496400549
2024-04-17,3M,0.005259844985491077,0.005259844985491077
2024-04-17,6M,0.005491569718627503,0.005491569718627503
2024-04-17,1Y,0.006223525167387229,0.006223525167387229
2024-04-17,2Y,0.005964335054863316,0.005964335054863316
2024-04-24,3M,0.005196031986179476,0.005196031986179476
2024-04-24,6M,0.005579414864250707,0.005579414864250707
2024-04-24,1Y,0.006187536345912393,0.006187536345912393
2024-04-24,2Y,0.006119404951783283,0.006119404951783283
2024-05-01,3M,0.004075963824938589,0.004075963824938589
2024-05-01,6M,0.004930606196573117,0.004930606196573117
2024-05-01,1Y,0.0058014950102169985,0.0058014950102169985
2024-05-01,2Y,0.005778791374868247,0.005778791374868247
2024-05-08,3M,0.004237940156904447,0.004237940156904447
2024-05-08,6M,0.004991243295646615,0.004991243295646615
2024-05-08,1Y,0.005617806203171557,0.005617806203171557
2024-05-08,2Y,0.005767764095442491,0.005767764095442491
2024-05-15,3M,0.004803008321156511,0.004803008321156511
2024-05-15,6M,0.005441703738423055,0.005441703738423055
2024-05-15,1Y,0.006082842334367825,0.006082842334367825
2024-05-15,2Y,0.006066451512382567,0.006066451512382567
2024-05-22,3M,0.006507224750725859,0.006507224750725859
2024-05-22,6M,0.006411169377712227,0.006411169377712227
2024-05-22,1Y,0.006715271796623632,0.006715271796623632
2024-05-22,2Y,0.006506073647712803,0.006506073647712803
2024-05-29,3M,0.007205349652053028,0.007205349652053028
2024-05-29,6M,0.006759238858522512,0.006759238858522512
2024-05-29,1Y,0.006911988204145691,0.006911988204145691
2024-05-29,2Y,0.006612357798321675,0.006612357798321675
2024-06-05,3M,0.007530788418773584,0.007530788418773584
2024-06-05,6M,0.007216216153411763,0.007216216153411763
2024-06-05,1Y,0.007413899778150685,0.007413899778150685
2024-06-05,2Y,0.007057989058345389,0.007057989058345389
2024-06-12,3M,0.007184288662144494,0.007184288662144494
2024-06-12,6M,0.007096394587924233,0.007096394587924233
2024-06-12,1Y,0.007324373289675835,0.007324373289675835
2024-06-12,2Y,0.007100638351620685,0.007100638351620685
2024-06-26,3M,0.008571981041335823,0.008571981041335823
2024-06-26,6M,0.007951113105297399,0.007951113105297399
2024-06-26,1Y,0.0077897334190203185,0.0077897334190203185
2024-06-26,2Y,0.007643354783239249,0.007643354783239249
2024-07-03,3M,0.006764353706750138,0.006764353706750138
2024-07-03,6M,0.00731572857813992,0.00731572857813992
2024-07-03,1Y,0.007315108286495096,0.007315108286495096
2024-07-03,2Y,0.007188208333654162,0.007188208333654162
2024-07-10,3M,0.006506512621012287,0.006506512621012287
2024-07-10,6M,0.00712121673391994,0.00712121673391994
2024-07-10,1Y,0.00713522517462442,0.00713522517462442
2024-07-10,2Y,0.00695942771490629,0.00695942771490629
2024-07-17,3M,0.007196251111024597,0.007196251111024597
2024-07-17,6M,0.008043107801299165,0.008043107801299165
2024-07-17,1Y,0.007498860535714265,0.007498860535714265
2024-07-17,2Y,0.0071512241896080206,0.0071512241896080206
2024-07-24,3M,0.0072438053529987785,0.0072438053529987785
2024-07-24,6M,0.008224183166378794,0.008224183166378794
2024-07-24,1Y,0.007490297839242639,0.007490297839242639
2024-07-24,2Y,0.007212135035407846,0.007212135035407846
2024-07-31,3M,0.007648613175017761,0.007648613175017761
2024-07-31,6M,0.008532675472400346,0.008532675472400346
2024-07-31,1Y,0.007697738617898369,0.007697738617898369
2024-07-31,2Y,0.007356032648306613,0.007356032648306613
2024-08-07,3M,0.006005622310789688,0.006005622310789688
2024-08-07,6M,0.00713856282750922,0.00713856282750922
2024-08-07,1Y,0.0069063872726271465,0.0069063872726271465
2024-08-07,2Y,0.006769134741976147,0.006769134741976147
2024-08-14,3M,0.005408408641310086,0.005408408641310086
2024-08-14,6M,0.007176008836455795,0.007176008836455795
2024-08-14,1Y,0.006981317780082472,0.006981317780082472
2024-08-14,2Y,0.006939377515745239,0.006939377515745239
2024-08-21,3M,0.005781716875897391,0.005781716875897391
2024-08-21,6M,0.007146147066138337,0.007146147066138337
2024-08-21,1Y,0.007041043769066256,0.007041043769066256
2024-08-21,2Y,0.007064283063726434,0.007064283063726434
2024-08-28,3M,0.0067784562730065084,0.0067784562730065084
2024-08-28,6M,0.00729124968203468,0.00729124968203468
2024-08-28,1Y,0.007146696050925554,0.007146696050925554
2024-08-28,2Y,0.007058112584010047,0.007058112584010047
2024-09-04,3M,0.006708459897177554,0.006708459897177554
2024-09-04,6M,0.007631847926053864,0.007631847926053864
2024-09-04,1Y,0.0073412277553623504,0.0073412277553623504
2024-09-04,2Y,0.0072000186610767574,0.0072000186610767574
2024-09-11,3M,0.006212433535566424,0.006212433535566424
2024-09-11,6M,0.007633993217800887,0.007633993217800887
2024-09-11,1Y,0.0072237485951372055,0.0072237485951372055
2024-09-11,2Y,0.007124512596473913,0.007124512596473913
2024-09-18,3M,0.007372628383763203,0.007372628383763203
2024-09-18,6M,0.0076559883208367745,0.0076559883208367745
2024-09-18,1Y,0.00718124033646014,0.00718124033646014
2024-09-18,2Y,0.0073036507529454335,0.0073036507529454335
2024-09-25,3M,0.007636509819379387,0.007636509819379387
2024-09-25,6M,0.0081335341874778,0.0081335341874778
2024-09-25,1Y,0.007408511655897091,0.007408511655897091
2024-09-25,2Y,0.007468672727974489,0.007468672727974489
2024-10-02,3M,0.007408293224695933,0.007408293224695933
2024-10-02,6M,0.00799180459516098,0.00799180459516098
2024-10-02,1Y,0.007470128282529976,0.007470128282529976
2024-10-02,2Y,0.007555984637442786,0.007555984637442786
2024-10-09,3M,0.008513751606342155,0.008513751606342155
2024-10-09,6M,0.008231466988859525,0.008231466988859525
2024-10-09,1Y,0.007710969999638868,0.007710969999638868
2024-10-09,2Y,0.00781339109100209,0.00781339109100209
2024-10-16,3M,0.010183138471778605,0.010183138471778605
2024-10-16,6M,0.00879586940061359,0.00879586940061359
2024-10-16,1Y,0.008206631659476545,0.008206631659476545
2024-10-16,2Y,0.00821182332508163,0.00821182332508163
2024-10-23,3M,0.010152340486668555,0.010152340486668555
2024-10-23,6M,0.009016742882543931,0.009016742882543931
2024-10-23,1Y,0.008212081920856252,0.008212081920856252
2024-10-23,2Y,0.008165757711841587,0.008165757711841587
2024-10-30,3M,0.012310825383457999,0.012310825383457999
2024-10-30,6M,0.009976028204220033,0.009976028204220033
2024-10-30,1Y,0.008907217589910437,0.008907217589910437
2024-10-30,2Y,0.008686317242922929,0.008686317242922929
2024-11-06,3M,0.012921005050716122,0.012921005050716122
2024-11-06,6M,0.010631044724732893,0.010631044724732893
2024-11-06,1Y,0.009196736666817354,0.009196736666817354
2024-11-06,2Y,0.009015035742641024,0.009015035742641024
2024-11-13,3M,0.014374487923110161,0.014374487923110161
2024-11-13,6M,0.011851960779282834,0.011851960779282834
2024-11-13,1Y,0.010225555851947937,0.010225555851947937
2024-11-13,2Y,0.009779947643118729,0.009779947643118729
2024-11-20,3M,0.012729184408983777,0.012729184408983777
2024-11-20,6M,0.01036727828416811,0.01036727828416811
2024-11-20,1Y,0.009296984819524193,0.009296984819524193
2024-11-20,2Y,0.00914253102931514,0.00914253102931514
2024-11-27,3M,0.013145703209632409,0.013145703209632409
2024-11-27,6M,0.01114256104246589,0.01114256104246589
2024-11-27,1Y,0.010105785846914466,0.010105785846914466
2024-11-27,2Y,0.00992911359118462,0.00992911359118462
2024-12-04,3M,0.013907588458382308,0.013907588458382308
2024-12-04,6M,0.011763443100436605,0.011763443100436605
2024-12-04,1Y,0.010551010592626,0.010551010592626
2024-12-04,2Y,0.010337734166508029,0.010337734166508029
2024-12-11,3M,0.01434061579930441,0.01434061579930441
2024-12-11,6M,0.01152244087414423,0.01152244087414423
2024-12-11,1Y,0.009821375316580054,0.009821375316580054
2024-12-11,2Y,0.009519544292565662,0.009519544292565662
2024-12-18,3M,0.015655664301647214,0.015655664301647214
2024-12-18,6M,0.012255748967881586,0.012255748967881586
2024-12-18,1Y,0.010357528281724709,0.010357528281724709
2024-12-18,2Y,0.009661410620462234,0.009661410620462234
2025-01-08,3M,0.006246589876964311,0.006246589876964311
2025-01-08,6M,0.0070173473465341115,0.0070173473465341115
2025-01-08,1Y,0.007423141889280252,0.007423141889280252
2025-01-08,2Y,0.007500363671545265,0.007500363671545265
2025-01-15,3M,0.007238022060776119,0.007238022060776119
2025-01-15,6M,0.007246103724101246,0.007246103724101246
2025-01-15,1Y,0.007375687682592215,0.007375687682592215
2025-01-15,2Y,0.007503651406013194,0.007503651406013194
2025-01-22,3M,0.0065265390255287515,0.0065265390255287515
2025-01-22,6M,0.007072751975788817,0.007072751975788817
2025-01-22,1Y,0.00764443838592967,0.00764443838592967
2025-01-22,2Y,0.008110353993127251,0.008110353993127251
2025-01-29,3M,0.006354796403048843,0.006354796403048843
2025-01-29,6M,0.006970459901818861,0.006970459901818861
2025-01-29,1Y,0.00771505144971606,0.00771505144971606
2025-01-29,2Y,0.008023419160226574,0.008023419160226574
2025-02-05,3M,0.006334934716441298,0.006334934716441298
2025-02-05,6M,0.007038447232578863,0.007038447232578863
2025-02-05,1Y,0.00784397315566488,0.00784397315566488
2025-02-05,2Y,0.007729988846208255,0.007729988846208255
2025-02-12,3M,0.006154553412670145,0.006154553412670145
2025-02-12,6M,0.00676678429214641,0.00676678429214641
2025-02-12,1Y,0.007401814209384912,0.007401814209384912
2025-02-12,2Y,0.007350714049436329,0.007350714049436329
2025-02-19,3M,0.006103854372926671,0.006103854372926671
2025-02-19,6M,0.006668936600443979,0.006668936600443979
2025-02-19,1Y,0.007371389227863616,0.007371389227863616
2025-02-19,2Y,0.007438546639097996,0.007438546639097996
2025-02-26,3M,0.006824586076152268,0.006824586076152268
2025-02-26,6M,0.006987541526104369,0.006987541526104369
2025-02-26,1Y,0.007290025625267661,0.007290025625267661
2025-02-26,2Y,0.007449055849042392,0.007449055849042392
2025-03-05,3M,0.0064704501855527225,0.0064704501855527225
2025-03-05,6M,0.006952702056851954,0.006952702056851954
2025-03-05,1Y,0.00743763769751918,0.00743763769751918
2025-03-05,2Y,0.0074233492367851515,0.0074233492367851515
2025-03-12,3M,0.006599625954121969,0.006599625954121969
2025-03-12,6M,0.006544979969640449,0.006544979969640449
2025-03-12,1Y,0.007080968518384274,0.007080968518384274
2025-03-12,2Y,0.007162661960541651,0.007162661960541651
2025-03-19,3M,0.006108043162252405,0.006108043162252405
2025-03-19,6M,0.006370372060546595,0.006370372060546595
2025-03-19,1Y,0.006774720735458834,0.006774720735458834
2025-03-19,2Y,0.006942873953339031,0.006942873953339031
2025-03-26,3M,0.005199186601273112,0.005199186601273112
2025-03-26,6M,0.005917337577033395,0.005917337577033395
2025-03-26,1Y,0.006323694630873886,0.006323694630873886
2025-03-26,2Y,0.0064676898602639326,0.0064676898602639326
2025-04-02,3M,0.004954406853765097,0.004954406853765097
2025-04-02,6M,0.005253855306839585,0.005253855306839585
2025-04-02,1Y,0.006114228985895868,0.006114228985895868
2025-04-02,2Y,0.006297368655655206,0.006297368655655206
2025-04-09,3M,0.004983097391769491,0.004983097391769491
2025-04-09,6M,0.005265610777396231,0.005265610777396231
2025-04-09,1Y,0.006237767717141965,0.006237767717141965
2025-04-09,2Y,0.006610610171516122,0.006610610171516122
2025-04-16,3M,0.004264939374950062,0.004264939374950062
2025-04-16,6M,0.005045665045622602,0.005045665045622602
